review_id,order_id,rating,comment,review_date
686,1626,5,Не понравилось,2023-10-28
687,1627,4,Не понравилось,2024-11-09
688,1631,4,Не понравилось,2024-05-21
689,1632,4,Отлично!,2023-08-10
690,1633,5,Качество среднее,2023-02-16
691,1636,4,Не понравилось,2024-02-28
692,1637,5,Ожидал большего,2024-11-12
693,1642,5,Нормально,2023-06-01
694,1647,5,Супер!,2023-10-21
695,1648,2,Ожидал большего,2023-10-14
696,1650,1,Товар соответствует описанию,2025-06-02
697,1651,5,Нормально,2025-09-28
698,1652,2,Быстро доставили,2023-09-03
699,1653,5,Ожидал большего,2023-12-07
700,1656,5,Ожидал большего,2023-03-03
701,1657,4,Рекомендую,2024-07-07
702,1658,4,Ожидал большего,2024-01-27
703,1659,5,Рекомендую,2025-09-17
704,1663,4,Рекомендую,2025-04-15
705,1665,5,Отлично!,2024-11-01
706,1667,3,Быстро доставили,2025-03-30
707,1669,5,Не понравилось,2023-05-29
708,1671,5,Нормально,2025-08-25
709,1672,2,Быстро доставили,2023-05-10
710,1676,3,Не понравилось,2024-01-28
711,1677,2,Ожидал большего,2023-11-09
712,1679,5,Качество среднее,2025-02-16
713,1681,2,Нормально,2023-05-16
714,1682,4,Нормально,2024-09-25
715,1683,4,Не понравилось,2025-03-05
716,1684,4,Качество среднее,2024-07-24
717,1688,3,Супер!,2025-02-24
718,1689,4,Хорошо,2024-04-29
719,1690,3,Рекомендую,2024-04-04
720,1693,5,Супер!,2024-12-20
721,1698,3,Не понравилось,2024-09-07
722,1704,5,Нормально,2023-10-12
723,1705,3,Товар соответствует описанию,2024-09-07
724,1706,5,Нормально,2023-12-14
725,1707,5,Нормально,2025-04-02
726,1710,5,Рекомендую,2024-01-01
727,1711,2,Отлично!,2023-05-03
728,1713,5,Ожидал большего,2024-12-01
729,1714,5,Не понравилось,2024-06-24
730,1715,4,Не понравилось,2024-09-19
731,1716,4,Не понравилось,2025-03-27
732,1721,2,Отлично!,2023-06-16
733,1722,5,Товар соответствует описанию,2024-09-07
734,1723,4,Хорошо,2025-03-13
735,1724,5,Супер!,2023-02-09
736,1725,4,Не понравилось,2025-04-04
737,1727,3,Товар соответствует описанию,2024-02-14
738,1728,5,Товар соответствует описанию,2023-07-14
739,1729,5,Не понравилось,2025-07-16
740,1732,4,Нормально,2025-04-20
741,1734,5,Хорошо,2023-01-16
742,1738,5,Товар соответствует описанию,2023-10-19
743,1746,5,Хорошо,2024-12-26
744,1752,4,Ожидал большего,2025-08-25
745,1753,4,Супер!,2024-02-22
746,1755,4,Хорошо,2024-10-08
747,1756,5,Товар соответствует описанию,2023-02-07
748,1762,5,Рекомендую,2023-04-12
749,1764,4,Рекомендую,2023-05-29
750,1770,4,Качество среднее,2023-07-02
751,1771,5,Нормально,2024-01-23
752,1773,3,Рекомендую,2024-01-05
753,1777,5,Не понравилось,2025-06-24
754,1779,4,Качество среднее,2025-04-14
755,1780,5,Товар соответствует описанию,2023-10-08
756,1786,3,Супер!,2023-11-09
757,1787,3,Ожидал большего,2023-06-23
758,1792,1,Не понравилось,2025-03-27
759,1796,5,Быстро доставили,2023-07-07
760,1798,5,Рекомендую,2023-06-25
761,1803,5,Качество среднее,2024-04-18
762,1804,5,Супер!,2024-05-04
763,1808,4,Отлично!,2024-11-07
764,1811,4,Быстро доставили,2024-03-17
765,1824,2,Нормально,2024-08-12
766,1826,4,Отлично!,2023-04-26
767,1827,4,Отлично!,2025-03-09
768,1830,3,Не понравилось,2025-05-23
769,1831,4,Хорошо,2025-05-20
770,1833,5,Отлично!,2024-06-25
771,1836,2,Быстро доставили,2025-06-15
772,1837,4,Рекомендую,2023-12-02
773,1838,5,Ожидал большего,2024-08-26
774,1839,5,Быстро доставили,2025-09-24
775,1841,5,Хорошо,2025-07-02
776,1843,4,Товар соответствует описанию,2024-04-06
777,1847,5,Супер!,2024-05-13
778,1849,4,Быстро доставили,2023-06-13
779,1850,3,Хорошо,2023-11-20
780,1851,4,Супер!,2023-06-26
781,1869,5,Быстро доставили,2023-01-18
782,1870,3,Ожидал большего,2024-05-25
783,1871,4,Супер!,2024-06-28
784,1873,5,Рекомендую,2024-12-15
785,1878,5,Рекомендую,2025-09-02
786,1881,1,Быстро доставили,2025-03-07
787,1883,5,Товар соответствует описанию,2025-04-02
788,1886,5,Отлично!,2023-10-25
789,1887,3,Товар соответствует описанию,2023-12-24
790,1888,1,Ожидал большего,2024-08-25
791,1889,5,Нормально,2024-09-06
792,1891,4,Качество среднее,2025-02-26
793,1894,5,Хорошо,2023-01-31
794,1895,4,Качество среднее,2024-08-15
795,1896,5,Отлично!,2024-07-08
796,1898,3,Супер!,2025-04-21
797,1899,3,Хорошо,2024-10-30
798,1909,2,Хорошо,2024-01-29
799,1910,5,Товар соответствует описанию,2025-03-01
800,1911,5,Рекомендую,2025-01-23
801,1912,4,Быстро доставили,2024-01-07
802,1915,3,Качество среднее,2024-03-24
803,1922,3,Хорошо,2023-12-15
804,1925,4,Хорошо,2023-03-28
805,1926,2,Ожидал большего,2024-04-17
806,1928,5,Качество среднее,2024-12-10
807,1936,4,Не понравилось,2023-07-27
808,1937,2,Нормально,2024-10-26
809,1938,3,Ожидал большего,2025-08-16
810,1944,2,Рекомендую,2024-09-08
811,1950,4,Отлично!,2025-09-23
812,1952,5,Не понравилось,2024-02-06
813,1954,4,Качество среднее,2024-04-02
814,1957,3,Качество среднее,2023-07-01
815,1960,5,Рекомендую,2025-03-02
816,1961,5,Нормально,2025-06-29
817,1962,5,Супер!,2024-04-06
818,1965,3,Хорошо,2023-09-28
819,1966,3,Нормально,2024-08-09
820,1968,3,Отлично!,2024-02-02
821,1972,3,Нормально,2025-06-04
822,1973,4,Рекомендую,2023-10-26
823,1974,4,Хорошо,2024-08-17
824,1975,4,Быстро доставили,2025-06-04
825,1976,5,Супер!,2023-12-19
826,1979,5,Качество среднее,2024-08-26
827,1981,1,Нормально,2025-08-16
828,1984,4,Качество среднее,2024-07-16
829,1987,5,Ожидал большего,2024-05-29
830,1988,5,Качество среднее,2024-09-12
831,1989,4,Нормально,2025-04-19
832,1990,4,Товар соответствует описанию,2025-09-11
833,1995,2,Супер!,2024-05-11
834,1996,5,Качество среднее,2024-08-21
835,1997,4,Ожидал большего,2024-02-14
836,1999,4,Ожидал большего,2023-03-12
837,2000,4,Качество среднее,2025-02-14
