order_id,customer_id,seller_id,order_date,ship_date,delivery_date,status
502,52,10,2024-09-26,,,paid
503,249,15,2023-12-03,2023-12-08,2023-12-11,delivered
504,187,11,2025-09-08,2025-09-09,2025-09-13,delivered
505,329,14,2023-10-11,2023-10-14,2023-10-20,cancelled
506,237,15,2024-01-03,2024-01-11,2024-01-14,delivered
507,42,9,2025-05-29,2025-06-07,2025-06-09,delivered
508,457,1,2025-05-19,2025-05-20,2025-05-30,delivered
509,303,7,2025-07-17,,,shipped
510,458,18,2024-04-28,2024-05-01,2024-05-05,cancelled
511,302,10,2023-05-18,2023-05-27,,delivered
512,6,8,2025-05-18,2025-05-28,2025-06-06,paid
513,82,6,2024-08-02,2024-08-13,2024-08-16,delivered
514,248,12,2023-02-11,2023-02-19,2023-02-24,delivered
515,22,7,2024-06-14,2024-06-20,2024-06-28,cancelled
516,21,11,2023-04-16,2023-04-25,2023-04-30,delivered
517,135,19,2024-07-11,2024-07-18,2024-07-24,delivered
518,460,3,2024-06-13,2024-06-17,2024-06-23,delivered
519,177,16,2025-03-22,2025-04-01,,cancelled
520,226,6,2023-08-24,,,delivered
521,109,5,2023-07-11,,,delivered
522,419,4,2024-11-07,2024-11-20,2024-11-22,delivered
523,246,16,2023-08-04,2023-08-15,2023-08-16,shipped
524,66,19,2024-08-29,,,delivered
525,21,19,2023-05-31,,,shipped
526,93,17,2025-09-08,2025-09-18,2025-09-23,cancelled
527,111,15,2024-09-13,2024-09-27,2024-10-01,delivered
528,308,5,2025-03-24,2025-04-06,2025-04-15,shipped
529,371,11,2025-08-02,2025-08-12,,delivered
530,68,4,2023-01-17,2023-01-31,2023-02-07,delivered
531,311,4,2023-07-01,2023-07-11,2023-07-20,delivered
532,61,3,2024-05-08,2024-05-18,2024-05-19,cancelled
533,397,14,2024-06-18,2024-07-02,,delivered
534,118,16,2025-03-19,2025-03-25,2025-04-04,paid
535,69,9,2024-05-03,2024-05-17,,delivered
536,279,14,2023-09-21,,,delivered
537,405,1,2024-08-14,2024-08-23,,delivered
538,353,11,2024-02-23,2024-02-26,2024-03-07,shipped
539,438,18,2024-03-09,2024-03-19,2024-03-26,delivered
540,212,18,2025-03-13,2025-03-16,2025-03-25,delivered
541,158,19,2023-12-19,2023-12-26,2023-12-28,delivered
542,229,6,2023-04-13,2023-04-20,2023-04-29,delivered
543,351,2,2023-06-14,2023-06-25,,paid
544,75,16,2025-08-06,2025-08-08,,shipped
545,41,20,2023-02-08,2023-02-15,2023-02-24,shipped
546,494,20,2023-02-28,2023-03-14,2023-03-22,delivered
547,104,17,2023-10-20,,,delivered
548,262,17,2024-12-16,2024-12-19,2024-12-25,shipped
549,1,6,2023-03-30,2023-04-12,2023-04-19,delivered
550,103,17,2023-01-16,2023-01-18,2023-01-27,shipped
551,425,18,2025-07-25,2025-07-31,2025-08-05,shipped
552,494,7,2024-04-10,2024-04-20,,paid
553,260,4,2024-07-26,,,shipped
554,485,4,2025-04-02,2025-04-07,2025-04-17,shipped
555,227,13,2024-07-30,2024-08-03,2024-08-11,delivered
556,460,19,2025-06-01,,,paid
557,35,13,2024-10-10,2024-10-14,2024-10-18,delivered
558,212,12,2024-06-12,2024-06-24,2024-06-28,shipped
559,205,11,2023-03-19,2023-03-22,2023-03-28,shipped
560,294,9,2023-07-07,2023-07-18,2023-07-22,delivered
561,103,8,2025-01-23,2025-01-28,2025-02-01,delivered
562,429,20,2023-12-31,,,paid
563,472,3,2024-11-23,2024-12-01,2024-12-10,returned
564,435,16,2024-01-16,2024-01-24,2024-02-03,cancelled
565,252,6,2025-02-21,2025-02-26,2025-03-08,paid
566,270,14,2024-05-04,2024-05-05,2024-05-12,cancelled
567,398,6,2024-04-13,2024-04-25,2024-05-01,delivered
568,7,7,2024-01-24,2024-01-30,2024-02-04,paid
569,135,8,2023-10-03,2023-10-13,2023-10-16,delivered
570,108,14,2024-12-18,2024-12-24,2024-12-29,delivered
571,293,5,2024-08-12,2024-08-26,,shipped
572,121,18,2024-03-18,2024-03-22,,returned
573,77,16,2025-04-05,,,delivered
574,69,17,2024-06-30,2024-07-13,2024-07-18,delivered
575,291,2,2024-02-12,,,paid
576,111,9,2024-05-02,2024-05-04,2024-05-10,shipped
577,185,18,2024-07-24,2024-07-29,2024-08-05,paid
578,445,20,2023-07-23,2023-08-03,2023-08-06,returned
579,146,12,2023-11-29,2023-12-07,2023-12-15,cancelled
580,196,20,2023-10-21,2023-10-24,2023-10-30,delivered
581,314,19,2024-02-19,2024-02-21,,delivered
582,161,11,2024-10-30,2024-11-04,2024-11-11,shipped
583,228,12,2025-02-04,2025-02-12,2025-02-15,cancelled
584,65,8,2024-11-08,2024-11-20,2024-11-22,shipped
585,204,4,2023-04-08,,,cancelled
586,281,2,2023-01-27,2023-02-05,2023-02-07,paid
587,317,5,2023-03-28,2023-04-04,2023-04-08,delivered
588,227,5,2023-05-15,2023-05-18,,delivered
589,441,11,2025-06-03,2025-06-17,2025-06-22,delivered
590,70,18,2023-07-01,2023-07-09,2023-07-19,delivered
591,328,18,2023-11-14,2023-11-22,2023-11-24,delivered
592,188,14,2023-09-24,,,created
593,268,5,2023-12-19,2023-12-28,,cancelled
594,485,16,2023-11-03,,,delivered
595,150,20,2023-08-25,2023-09-03,2023-09-10,cancelled
596,224,13,2023-09-13,,,delivered
597,200,13,2023-08-14,2023-08-21,2023-08-30,delivered
598,466,20,2025-04-06,2025-04-11,2025-04-20,delivered
599,212,7,2025-05-23,,,paid
600,57,15,2024-09-24,2024-10-06,2024-10-10,delivered
601,78,2,2025-09-19,2025-09-22,2025-09-27,shipped
602,367,15,2025-01-14,,,paid
603,8,16,2023-08-11,2023-08-16,2023-08-24,returned
604,238,2,2023-12-05,,,delivered
605,75,2,2023-09-30,2023-10-02,2023-10-05,paid
606,431,9,2025-04-16,2025-04-17,,delivered
607,128,13,2025-02-28,2025-03-04,2025-03-05,paid
608,377,4,2024-06-17,2024-06-21,2024-06-26,cancelled
609,82,2,2025-02-01,2025-02-10,,delivered
610,153,7,2024-01-05,2024-01-19,2024-01-21,shipped
611,223,11,2023-01-16,,,shipped
612,62,13,2025-03-19,2025-03-20,2025-03-28,delivered
613,80,12,2025-02-28,,,paid
614,47,20,2023-12-13,2023-12-26,2023-12-27,delivered
615,79,18,2025-03-21,,,delivered
616,163,18,2025-03-18,2025-03-24,2025-04-01,delivered
617,11,13,2024-01-02,2024-01-07,2024-01-15,delivered
618,287,10,2024-07-09,2024-07-13,2024-07-22,delivered
619,375,15,2023-10-09,2023-10-19,2023-10-28,paid
620,272,5,2024-04-05,2024-04-10,2024-04-18,created
621,327,17,2024-01-24,2024-01-25,2024-01-31,delivered
622,123,11,2025-01-08,,,returned
623,420,13,2023-07-14,2023-07-22,2023-07-25,delivered
624,166,14,2024-10-18,2024-10-20,2024-10-22,created
625,481,5,2023-07-02,2023-07-06,,paid
626,17,19,2024-10-19,2024-10-30,2024-11-09,delivered
627,132,2,2024-01-11,2024-01-23,,cancelled
628,107,16,2025-08-08,2025-08-10,2025-08-11,delivered
629,381,14,2025-04-21,2025-05-03,,delivered
630,271,2,2025-01-21,,,delivered
631,484,7,2025-09-10,2025-09-12,2025-09-21,delivered
632,99,17,2024-11-03,2024-11-14,2024-11-23,delivered
633,213,4,2025-02-23,2025-03-01,2025-03-08,cancelled
634,86,6,2024-07-17,2024-07-23,2024-08-01,returned
635,227,12,2025-07-13,2025-07-19,2025-07-26,delivered
636,221,11,2024-09-15,2024-09-24,2024-10-03,cancelled
637,131,12,2025-09-11,2025-09-18,,created
638,146,20,2023-01-17,2023-01-22,,returned
639,110,11,2023-01-23,2023-02-04,2023-02-13,delivered
640,293,19,2023-06-08,,,delivered
641,80,5,2023-09-29,2023-10-09,2023-10-14,delivered
642,48,19,2024-02-14,2024-02-18,2024-02-24,delivered
643,89,16,2025-04-25,2025-05-07,2025-05-09,delivered
644,154,2,2025-01-18,2025-01-25,,paid
645,395,11,2023-12-23,2023-12-30,2024-01-01,cancelled
646,117,20,2025-08-08,,,delivered
647,196,2,2023-11-09,2023-11-15,2023-11-18,delivered
648,358,8,2023-06-06,,,delivered
649,202,15,2025-02-09,2025-02-18,,delivered
650,403,13,2023-06-01,,,paid
651,293,2,2024-07-15,2024-07-17,2024-07-24,delivered
652,67,5,2024-05-07,2024-05-15,2024-05-25,paid
653,316,17,2023-09-10,2023-09-15,2023-09-21,delivered
654,295,3,2023-04-26,2023-05-03,2023-05-07,delivered
655,305,1,2025-02-27,2025-03-05,2025-03-13,delivered
656,226,2,2025-08-04,2025-08-08,2025-08-11,delivered
657,437,3,2023-04-26,2023-04-30,2023-05-03,cancelled
658,420,10,2023-01-15,2023-01-28,,delivered
659,12,11,2023-08-03,2023-08-07,2023-08-16,delivered
660,281,16,2024-09-29,2024-10-02,2024-10-03,delivered
661,464,17,2023-02-14,2023-02-15,2023-02-25,shipped
662,239,1,2023-03-10,2023-03-15,2023-03-21,cancelled
663,10,10,2025-06-07,2025-06-14,2025-06-21,delivered
664,364,4,2025-07-14,2025-07-28,2025-07-30,paid
665,257,15,2024-07-28,2024-07-29,,cancelled
666,157,11,2024-05-16,2024-05-19,,delivered
667,182,10,2023-08-30,2023-09-08,2023-09-09,delivered
668,450,13,2025-06-30,2025-07-01,2025-07-06,shipped
669,175,13,2024-11-03,,,delivered
670,267,20,2025-06-12,2025-06-16,2025-06-26,paid
671,497,10,2025-07-20,2025-07-28,2025-08-01,delivered
672,298,18,2024-12-01,2024-12-15,,delivered
673,461,17,2025-07-20,,,returned
674,500,5,2024-11-02,2024-11-05,2024-11-14,delivered
675,369,4,2023-07-08,2023-07-11,2023-07-17,cancelled
676,212,14,2023-11-07,2023-11-21,2023-11-26,paid
677,97,4,2023-05-15,,,delivered
678,314,20,2023-10-01,2023-10-11,2023-10-15,shipped
679,14,12,2023-03-23,2023-03-31,,delivered
680,241,12,2023-07-08,2023-07-16,2023-07-19,paid
681,17,14,2025-02-21,2025-02-26,2025-03-02,delivered
682,104,7,2023-03-09,,,returned
683,225,20,2024-05-16,2024-05-30,2024-06-03,delivered
684,398,2,2024-09-14,2024-09-21,2024-09-28,delivered
685,381,19,2024-08-31,2024-09-11,2024-09-12,delivered
686,232,15,2025-04-26,2025-04-30,2025-05-07,returned
687,21,18,2024-02-01,2024-02-12,2024-02-16,shipped
688,204,10,2025-03-03,2025-03-11,2025-03-16,delivered
689,28,17,2025-07-14,,,delivered
690,232,3,2025-01-09,2025-01-12,2025-01-21,paid
691,212,11,2024-04-06,,,delivered
692,460,7,2025-06-22,2025-06-27,2025-06-30,delivered
693,64,3,2023-04-27,2023-05-08,2023-05-17,delivered
694,373,17,2024-09-18,2024-09-25,2024-09-26,delivered
695,468,11,2024-08-02,2024-08-16,2024-08-19,paid
696,365,2,2024-03-05,2024-03-17,2024-03-25,shipped
697,93,4,2025-07-09,,,shipped
698,319,9,2023-01-13,2023-01-27,2023-01-28,delivered
699,253,8,2023-08-11,2023-08-19,2023-08-27,paid
700,308,1,2023-09-08,2023-09-13,2023-09-22,delivered
701,107,2,2023-07-09,,,delivered
702,19,5,2025-05-24,,,delivered
703,309,10,2023-12-06,2023-12-07,,returned
704,83,10,2024-09-17,2024-09-29,2024-10-08,paid
705,234,19,2024-01-04,2024-01-06,2024-01-12,delivered
706,195,3,2025-02-15,2025-02-24,,delivered
707,63,9,2023-12-04,2023-12-13,2023-12-17,delivered
708,56,19,2025-01-17,2025-01-26,2025-02-03,delivered
709,310,10,2024-03-13,2024-03-19,2024-03-29,returned
710,182,5,2024-09-21,2024-09-30,2024-10-08,delivered
711,93,20,2023-08-27,2023-08-31,,created
712,321,4,2025-01-25,2025-02-07,2025-02-14,delivered
713,171,12,2024-07-27,2024-07-31,,shipped
714,145,9,2025-03-20,,,delivered
715,282,11,2025-02-24,,,delivered
716,175,13,2025-01-11,2025-01-12,2025-01-16,delivered
717,174,16,2025-07-27,2025-07-28,2025-08-05,paid
718,236,18,2025-07-06,2025-07-19,2025-07-20,delivered
719,154,19,2025-01-12,2025-01-21,2025-01-25,delivered
720,170,12,2023-03-09,2023-03-14,2023-03-20,returned
721,321,18,2025-05-12,,,delivered
722,96,20,2023-04-30,2023-05-13,2023-05-19,delivered
723,140,14,2023-03-30,2023-04-03,2023-04-08,shipped
724,155,6,2023-04-25,2023-04-26,2023-04-28,delivered
725,13,16,2025-07-15,2025-07-19,2025-07-27,delivered
726,269,10,2025-03-05,2025-03-18,2025-03-27,delivered
727,68,7,2025-01-11,,,delivered
728,443,17,2023-04-29,,,cancelled
729,352,20,2025-06-11,,,delivered
730,24,4,2024-06-17,2024-06-29,2024-07-09,delivered
731,328,7,2023-11-25,2023-11-30,2023-12-06,delivered
732,344,4,2023-10-07,,,shipped
733,8,20,2024-07-27,2024-07-31,2024-08-09,delivered
734,73,10,2024-08-10,2024-08-12,2024-08-18,delivered
735,26,5,2023-01-30,2023-02-10,,delivered
736,45,14,2024-02-06,,,delivered
737,304,15,2024-09-23,2024-09-29,2024-10-08,paid
738,473,15,2024-08-04,,,delivered
739,471,15,2023-04-10,2023-04-21,2023-04-29,delivered
740,486,8,2023-05-28,2023-06-07,2023-06-13,delivered
741,359,11,2025-03-18,2025-03-24,2025-03-25,paid
742,58,12,2024-05-05,2024-05-08,2024-05-14,delivered
743,66,17,2023-04-16,2023-04-28,2023-05-04,delivered
744,37,10,2024-06-29,2024-07-09,2024-07-19,shipped
745,82,16,2024-01-29,,,shipped
746,356,19,2024-03-17,2024-03-24,2024-03-30,delivered
747,121,6,2024-11-09,2024-11-21,2024-12-01,delivered
748,59,19,2024-09-02,2024-09-11,,delivered
749,158,13,2023-03-13,2023-03-24,2023-03-31,delivered
750,331,2,2023-04-03,2023-04-06,2023-04-07,delivered
751,339,5,2024-04-08,2024-04-15,2024-04-23,paid
752,349,11,2023-11-03,2023-11-14,2023-11-21,delivered
753,469,12,2023-04-02,2023-04-12,2023-04-19,delivered
754,437,10,2023-03-05,2023-03-14,2023-03-15,delivered
755,421,12,2023-04-23,2023-05-07,,delivered
756,303,13,2024-10-02,2024-10-09,2024-10-16,delivered
757,340,6,2024-05-01,,,delivered
758,432,12,2025-05-10,2025-05-15,2025-05-18,paid
759,37,1,2023-05-28,2023-06-05,2023-06-08,paid
760,329,14,2025-05-30,2025-06-12,2025-06-19,delivered
761,233,17,2024-03-10,2024-03-18,2024-03-22,paid
762,310,1,2024-08-14,2024-08-26,2024-09-04,shipped
763,475,18,2024-08-13,2024-08-14,2024-08-20,paid
764,247,3,2023-05-26,2023-06-04,2023-06-09,delivered
765,41,17,2025-06-30,2025-07-04,2025-07-06,delivered
766,277,19,2023-11-16,2023-11-22,2023-11-23,delivered
767,263,16,2024-08-10,2024-08-17,2024-08-22,shipped
768,19,20,2025-02-06,2025-02-19,2025-02-20,delivered
769,297,6,2024-08-09,,,returned
770,415,20,2023-01-28,2023-01-30,,paid
771,402,9,2023-09-16,,,shipped
772,440,9,2023-01-15,2023-01-25,2023-02-04,delivered
773,338,15,2024-01-14,2024-01-19,2024-01-23,delivered
774,410,17,2025-06-01,,,returned
775,496,5,2024-09-01,2024-09-04,2024-09-11,delivered
776,122,15,2025-01-13,2025-01-17,2025-01-23,paid
777,136,4,2023-02-23,,,delivered
778,155,16,2025-02-03,2025-02-12,2025-02-19,delivered
779,75,17,2025-06-10,2025-06-15,2025-06-23,delivered
780,162,17,2024-11-30,2024-12-02,2024-12-08,returned
781,222,20,2025-07-29,2025-08-03,2025-08-08,delivered
782,131,19,2024-02-05,2024-02-16,2024-02-26,delivered
783,267,11,2024-11-24,2024-11-27,2024-11-28,delivered
784,426,3,2023-01-13,2023-01-22,,delivered
785,113,10,2023-09-15,,,created
786,48,2,2025-08-19,2025-09-02,2025-09-12,delivered
787,363,4,2023-03-30,2023-04-02,2023-04-12,delivered
788,95,4,2024-12-13,,,shipped
789,339,3,2024-10-16,2024-10-21,2024-10-27,shipped
790,400,3,2023-10-11,2023-10-18,2023-10-19,shipped
791,417,9,2023-07-02,2023-07-10,2023-07-14,delivered
792,92,16,2023-04-22,,,delivered
793,112,20,2024-10-20,,,delivered
794,133,4,2023-02-05,,,delivered
795,129,15,2023-01-20,2023-01-23,2023-01-24,cancelled
796,341,13,2023-09-30,,,delivered
797,201,19,2023-01-04,2023-01-17,2023-01-24,delivered
798,373,3,2024-07-07,2024-07-14,2024-07-22,paid
799,275,12,2023-12-08,2023-12-15,,returned
800,332,3,2024-01-10,2024-01-16,,delivered
801,393,10,2024-10-25,2024-11-03,,delivered
802,98,10,2024-12-13,2024-12-15,2024-12-21,delivered
803,454,15,2025-01-22,,,created
804,13,19,2023-09-02,2023-09-04,2023-09-09,delivered
805,495,15,2025-09-16,2025-09-17,2025-09-23,delivered
806,22,13,2023-05-02,2023-05-13,2023-05-21,cancelled
807,446,18,2023-06-02,2023-06-06,2023-06-07,delivered
808,251,1,2024-04-27,2024-05-07,,delivered
809,67,1,2023-06-26,2023-07-01,2023-07-03,delivered
810,88,19,2023-03-07,2023-03-09,,delivered
811,316,8,2023-03-06,2023-03-13,2023-03-20,delivered
812,500,19,2024-07-12,,,delivered
813,407,7,2025-02-21,,,paid
814,33,4,2023-10-08,,,delivered
815,357,12,2024-07-20,,,shipped
816,298,2,2023-05-17,,,delivered
817,314,13,2025-03-07,,,cancelled
818,42,1,2023-01-08,,,paid
819,334,19,2025-06-27,2025-07-09,2025-07-17,delivered
820,106,5,2024-10-17,2024-10-25,2024-10-28,delivered
821,20,20,2023-07-04,2023-07-14,2023-07-19,delivered
822,3,18,2023-08-30,,,returned
823,49,20,2024-01-06,2024-01-15,2024-01-23,delivered
824,338,7,2023-10-11,,,paid
825,77,16,2024-05-24,,,delivered
826,23,2,2024-10-22,2024-10-26,2024-11-01,delivered
827,456,15,2023-02-14,,,paid
828,276,6,2023-06-11,2023-06-19,2023-06-21,cancelled
829,370,15,2024-08-29,2024-09-05,2024-09-11,shipped
830,57,11,2023-08-22,,,delivered
831,446,7,2024-01-20,2024-01-22,2024-01-30,paid
832,224,5,2023-08-10,2023-08-18,2023-08-24,paid
833,369,7,2024-10-09,2024-10-14,2024-10-17,created
834,292,2,2023-10-15,,,cancelled
835,235,14,2023-06-25,2023-06-29,2023-07-09,paid
836,407,20,2025-07-16,,,returned
837,438,8,2023-03-30,2023-04-08,2023-04-12,delivered
838,429,15,2023-10-13,,,delivered
839,447,8,2023-09-11,2023-09-21,2023-10-01,cancelled
840,468,19,2025-07-08,,,returned
841,21,16,2025-01-21,2025-01-22,2025-01-29,delivered
842,409,4,2024-04-08,2024-04-10,2024-04-11,delivered
843,209,7,2023-05-16,2023-05-20,2023-05-22,created
844,343,10,2023-06-15,2023-06-29,2023-07-09,created
845,233,15,2025-03-01,,,delivered
846,95,12,2024-10-03,2024-10-14,,delivered
847,198,11,2024-06-27,,,delivered
848,139,20,2024-07-09,2024-07-13,2024-07-15,delivered
849,172,2,2024-06-11,2024-06-22,2024-06-23,paid
850,188,15,2024-09-25,,,delivered
851,332,18,2024-12-22,,,delivered
852,105,5,2023-12-09,2023-12-11,2023-12-21,cancelled
853,360,7,2025-02-10,2025-02-14,2025-02-19,delivered
854,217,9,2023-02-25,,,delivered
855,249,17,2024-06-23,2024-07-01,2024-07-10,cancelled
856,232,20,2024-01-12,2024-01-24,2024-01-26,paid
857,453,15,2023-03-31,,,cancelled
858,148,3,2023-04-22,,,paid
859,76,16,2023-06-04,2023-06-13,2023-06-14,shipped
860,497,18,2025-08-12,,,delivered
861,228,1,2023-10-26,,,created
862,411,8,2025-05-04,2025-05-15,2025-05-25,delivered
863,331,11,2024-05-12,2024-05-24,2024-06-02,delivered
864,156,19,2023-05-16,2023-05-21,2023-05-26,shipped
865,191,10,2025-02-27,2025-03-02,2025-03-10,returned
866,317,6,2024-12-29,2025-01-01,2025-01-04,paid
867,60,2,2023-11-21,2023-11-29,2023-12-02,shipped
868,363,2,2024-11-12,2024-11-18,,delivered
869,500,6,2024-06-30,2024-07-01,2024-07-09,delivered
870,486,15,2025-08-08,2025-08-09,2025-08-18,returned
871,170,10,2024-04-30,2024-05-13,2024-05-23,delivered
872,410,19,2025-01-16,2025-01-24,2025-01-26,delivered
873,461,2,2023-05-23,2023-05-25,2023-06-01,delivered
874,113,15,2024-01-01,,,paid
875,329,7,2024-08-20,2024-09-02,2024-09-07,paid
876,43,18,2025-05-19,2025-05-30,2025-06-08,delivered
877,252,11,2024-09-09,2024-09-10,2024-09-16,delivered
878,367,14,2024-01-14,2024-01-15,2024-01-21,delivered
879,229,18,2023-03-31,2023-04-08,2023-04-15,delivered
880,148,6,2025-04-05,2025-04-12,2025-04-19,paid
881,301,20,2023-03-30,,,delivered
882,445,17,2023-12-10,,,returned
883,388,13,2023-04-01,,,delivered
884,140,14,2023-06-29,2023-07-11,2023-07-14,paid
885,427,13,2023-10-24,2023-10-25,2023-10-30,delivered
886,156,16,2024-07-26,2024-07-30,,created
887,135,10,2025-09-05,2025-09-16,2025-09-21,delivered
888,252,8,2023-01-30,,,shipped
889,497,3,2024-09-05,2024-09-15,2024-09-22,cancelled
890,322,16,2025-09-24,2025-09-26,2025-10-06,created
891,133,6,2024-08-18,,,delivered
892,450,5,2024-01-01,,,shipped
893,215,12,2023-02-19,2023-02-28,2023-03-02,delivered
894,393,6,2025-02-22,,,delivered
895,279,11,2025-06-12,2025-06-26,2025-07-01,shipped
896,358,12,2023-04-09,2023-04-15,2023-04-16,paid
897,145,12,2025-03-08,2025-03-14,2025-03-17,paid
898,80,17,2023-08-15,2023-08-28,2023-09-07,delivered
899,488,17,2025-05-16,2025-05-25,2025-05-27,delivered
900,470,3,2023-04-30,2023-05-01,2023-05-06,delivered
901,72,15,2025-06-30,2025-07-09,2025-07-15,paid
902,156,1,2025-02-01,2025-02-05,,delivered
903,353,8,2023-11-11,,,paid
904,41,14,2024-12-08,2024-12-10,,delivered
905,388,14,2023-02-13,,,created
906,338,17,2024-08-30,,,paid
907,130,2,2023-03-09,2023-03-10,2023-03-12,cancelled
908,106,19,2025-07-11,2025-07-22,2025-07-24,paid
909,383,9,2025-08-29,2025-09-04,2025-09-13,delivered
910,314,8,2024-06-01,2024-06-03,2024-06-04,delivered
911,367,7,2025-09-14,2025-09-27,2025-09-29,cancelled
912,472,17,2025-05-21,2025-05-27,2025-05-30,delivered
913,491,4,2023-07-05,2023-07-12,2023-07-21,shipped
914,58,11,2023-05-07,2023-05-16,,delivered
915,361,10,2024-07-24,2024-07-26,2024-07-28,delivered
916,234,20,2025-01-23,2025-02-06,2025-02-15,delivered
917,438,14,2023-07-13,2023-07-27,2023-08-02,paid
918,346,16,2024-11-19,,,delivered
919,338,3,2023-05-03,,,delivered
920,303,4,2025-01-29,2025-02-01,,returned
921,174,7,2024-09-01,2024-09-08,,delivered
922,372,16,2023-10-13,2023-10-26,2023-10-31,delivered
923,411,13,2023-12-31,2024-01-10,2024-01-18,delivered
924,76,15,2023-04-21,,,delivered
925,119,5,2023-01-31,,,paid
926,35,16,2024-11-25,,,paid
927,310,11,2023-06-06,2023-06-16,,paid
928,385,17,2025-02-24,2025-03-04,2025-03-12,delivered
929,134,18,2023-12-18,2023-12-27,2023-12-28,returned
930,451,4,2024-01-28,2024-02-11,2024-02-19,created
931,91,18,2024-11-06,2024-11-11,2024-11-14,delivered
932,69,10,2025-01-02,2025-01-15,,delivered
933,338,18,2024-12-02,2024-12-10,2024-12-13,delivered
934,201,9,2024-05-21,2024-05-28,2024-06-03,delivered
935,146,11,2023-03-04,,,created
936,429,12,2023-12-24,2024-01-03,,cancelled
937,175,13,2023-04-10,2023-04-16,2023-04-17,delivered
938,127,8,2024-10-25,2024-10-27,2024-10-29,cancelled
939,59,11,2023-06-23,,,delivered
940,236,14,2024-08-04,2024-08-11,2024-08-19,delivered
941,163,13,2024-08-07,2024-08-17,,delivered
942,354,7,2023-12-11,2023-12-24,2023-12-30,paid
943,154,12,2025-09-19,2025-09-27,2025-09-29,delivered
944,275,7,2023-10-22,2023-10-27,2023-11-03,delivered
945,320,3,2025-01-04,2025-01-06,2025-01-11,paid
946,411,17,2024-05-01,2024-05-07,2024-05-12,delivered
947,154,14,2024-11-10,2024-11-14,2024-11-19,delivered
948,233,18,2023-07-04,2023-07-15,2023-07-18,delivered
949,110,15,2023-10-02,2023-10-11,2023-10-18,cancelled
950,373,2,2024-06-18,2024-06-26,,paid
951,351,10,2025-05-14,2025-05-20,2025-05-22,delivered
952,434,14,2023-10-01,2023-10-12,2023-10-22,shipped
953,123,4,2023-06-03,,,shipped
954,424,10,2024-04-20,2024-04-27,2024-04-28,shipped
955,140,5,2023-01-30,2023-02-12,2023-02-21,paid
956,437,2,2025-09-13,2025-09-26,,cancelled
957,43,11,2024-09-08,2024-09-10,2024-09-17,cancelled
958,344,3,2024-02-11,2024-02-23,2024-02-27,paid
959,377,17,2025-08-13,,,delivered
960,298,17,2023-09-15,2023-09-17,2023-09-19,delivered
961,161,11,2025-05-02,2025-05-09,2025-05-13,cancelled
962,112,5,2023-04-20,,,returned
963,226,14,2023-09-18,2023-09-19,2023-09-25,delivered
964,58,11,2024-07-12,2024-07-23,2024-07-28,cancelled
965,480,5,2024-01-07,2024-01-13,2024-01-14,delivered
966,464,20,2023-02-05,2023-02-16,2023-02-17,delivered
967,404,8,2023-09-17,2023-09-22,2023-09-28,cancelled
968,351,4,2024-07-01,2024-07-15,2024-07-16,cancelled
969,202,9,2023-11-05,,,delivered
970,121,10,2023-08-04,2023-08-07,2023-08-13,cancelled
971,393,14,2025-03-19,,,cancelled
972,422,16,2024-04-27,2024-05-11,2024-05-18,cancelled
973,420,4,2025-04-24,,,shipped
974,34,12,2024-03-06,2024-03-20,2024-03-26,delivered
975,15,2,2024-10-18,2024-10-29,2024-11-01,created
976,103,10,2023-11-18,2023-11-20,2023-11-29,delivered
977,394,5,2025-05-17,2025-05-24,2025-05-30,delivered
978,448,5,2023-09-24,,,delivered
979,168,10,2023-07-23,,,delivered
980,202,13,2025-08-25,2025-09-04,2025-09-05,cancelled
981,332,20,2024-10-03,2024-10-05,2024-10-09,shipped
982,437,6,2023-02-20,2023-02-27,2023-03-02,paid
983,189,6,2025-08-27,2025-08-28,2025-09-04,delivered
984,476,15,2025-04-27,2025-04-29,2025-05-03,paid
985,442,9,2023-10-22,2023-10-29,,cancelled
986,308,7,2025-04-23,2025-05-04,2025-05-07,delivered
987,75,1,2023-10-25,2023-10-29,2023-11-02,delivered
988,351,15,2023-03-29,,,paid
989,166,13,2024-12-04,2024-12-11,2024-12-21,shipped
990,49,18,2023-03-02,,,cancelled
991,242,12,2024-09-12,2024-09-25,2024-09-26,created
992,259,20,2024-01-26,2024-02-02,2024-02-05,returned
993,287,2,2024-08-17,,,paid
994,253,11,2025-06-17,2025-06-19,2025-06-28,delivered
995,134,4,2023-11-17,,,paid
996,447,9,2025-02-04,2025-02-11,2025-02-16,delivered
997,390,9,2024-06-13,2024-06-16,2024-06-24,delivered
998,78,18,2025-05-23,2025-06-03,2025-06-04,paid
999,28,8,2023-07-07,,,shipped
1000,362,15,2024-03-22,,,cancelled
1001,254,2,2024-03-28,2024-04-09,2024-04-17,delivered
1002,434,5,2023-05-07,2023-05-11,2023-05-14,delivered
1003,384,17,2025-04-22,2025-05-03,2025-05-13,returned
1004,3,17,2025-02-24,2025-03-03,2025-03-07,delivered
1005,347,4,2025-06-27,2025-07-02,2025-07-04,delivered
1006,303,4,2025-05-07,2025-05-08,,delivered
1007,338,16,2024-04-09,2024-04-14,2024-04-15,delivered
1008,23,20,2025-08-31,2025-09-12,2025-09-22,paid
1009,442,2,2025-03-31,2025-04-06,2025-04-08,delivered
1010,309,13,2023-04-05,2023-04-08,2023-04-15,paid
