item_id,order_id,product_id,quantity,line_total
4911,491,77,5,110056.2
4921,492,107,3,19860.78
4931,493,60,4,97165.68
4941,494,76,4,32136.4
4951,495,35,5,80371.35
4961,496,110,1,24982.42
4962,496,86,2,49762.32
4971,497,110,4,99929.68
4972,497,74,4,3908.72
4973,497,82,3,20981.67
4981,498,36,1,9569.43
4982,498,16,4,23426.52
4991,499,84,3,41138.25
5001,500,96,3,70260.3
5011,501,64,1,3233.03
5012,501,106,3,32508.3
5021,502,21,5,101212.85
5022,502,28,5,48870.45
5023,502,23,1,23951.72
5024,502,87,5,56167.25
5031,503,74,5,4885.9
5041,504,103,1,10364.22
5042,504,108,3,34070.1
5043,504,54,2,49879.34
5044,504,26,3,60823.92
5045,504,90,5,30689.05
5051,505,48,1,16558.25
5052,505,15,3,32511.24
5053,505,24,2,5544.54
5061,506,59,3,74714.91
5062,506,30,3,64835.46
5071,507,20,1,20331.05
5072,507,78,4,10394.04
5073,507,57,3,59717.82
5081,508,63,3,21111.66
5082,508,13,3,55630.62
5083,508,14,2,44716.8
5091,509,28,5,48870.45
5092,509,78,1,2598.51
5093,509,88,3,10393.8
5101,510,44,3,18335.04
5111,511,26,2,40549.28
5121,512,85,2,10856.4
5122,512,21,1,20242.57
5131,513,108,5,56783.5
5141,514,21,5,101212.85
5142,514,102,5,123060.25
5143,514,81,3,36433.26
5151,515,95,1,5748.8
5152,515,49,3,68719.26
5153,515,23,4,95806.88
5154,515,62,1,17201.9
5161,516,45,1,8228.6
5162,516,105,2,10320.24
5171,517,86,1,24881.16
5181,518,72,1,19576.35
5191,519,57,5,99529.7
5192,519,62,1,17201.9
5201,520,86,5,124405.8
5211,521,42,2,28290.54
5212,521,21,5,101212.85
5213,521,53,1,10285.31
5214,521,32,1,6083.51
5221,522,104,2,43221.96
5222,522,101,2,36724.72
5231,523,98,4,81134.72
5232,523,76,1,8034.1
5233,523,41,5,123716.6
5241,524,84,4,54851.0
5242,524,104,5,108054.9
5243,524,110,2,49964.84
5244,524,35,1,16074.27
5251,525,89,4,35132.4
5252,525,96,2,46840.2
5261,526,48,4,66233.0
5262,526,55,5,13636.4
5263,526,28,4,39096.36
5271,527,47,1,21971.01
5272,527,45,4,32914.4
5273,527,42,3,42435.81
5274,527,89,5,43915.5
5281,528,25,5,106318.05
5282,528,62,2,34403.8
5291,529,99,2,5749.6
5292,529,27,5,68187.95
5293,529,84,1,13712.75
5301,530,42,2,28290.54
5302,530,27,1,13637.59
5303,530,102,1,24612.05
5304,530,16,4,23426.52
5305,530,40,2,9006.72
5311,531,46,2,11338.16
5312,531,25,1,21263.61
5313,531,84,1,13712.75
5314,531,11,4,64663.84
5315,531,94,1,6331.11
5321,532,68,2,45718.76
5331,533,93,1,21561.07
5341,534,52,5,74111.8
5342,534,63,3,21111.66
5343,534,59,4,99619.88
5344,534,95,2,11497.6
5351,535,29,2,41640.82
5352,535,37,2,14081.92
5353,535,60,4,97165.68
5354,535,56,4,12745.6
5361,536,66,4,87833.6
5362,536,17,4,4600.52
5363,536,43,2,42299.74
5364,536,11,1,16165.96
5371,537,18,5,82110.85
5372,537,106,3,32508.3
5373,537,69,2,15623.8
5381,538,47,3,65913.03
5382,538,29,3,62461.23
5391,539,109,1,13982.97
5401,540,108,1,11356.7
5402,540,78,5,12992.55
5411,541,49,2,45812.84
5412,541,93,4,86244.28
5421,542,46,4,22676.32
5431,543,45,2,16457.2
5432,543,31,1,17762.01
5433,543,72,2,39152.7
5434,543,39,4,18771.6
5435,543,67,4,51057.44
5441,544,81,5,60722.1
5451,545,29,3,62461.23
5452,545,25,3,63790.83
5461,546,99,3,8624.4
5462,546,23,5,119758.6
5471,547,106,1,10836.1
5472,547,62,5,86009.5
5473,547,13,1,18543.54
5481,548,47,3,65913.03
5491,549,107,5,33101.3
5492,549,96,5,117100.5
5493,549,82,5,34969.45
5501,550,91,2,4478.66
5502,550,74,1,977.18
5503,550,78,3,7795.53
5504,550,11,5,80829.8
5511,551,54,4,99758.68
5512,551,11,2,32331.92
5521,552,104,3,64832.94
5531,553,65,3,34848.69
5532,553,43,5,105749.35
5533,553,100,2,21755.36
5541,554,96,5,117100.5
5542,554,88,5,17323.0
5551,555,59,4,99619.88
5561,556,42,1,14145.27
5562,556,52,3,44467.08
5571,557,108,2,22713.4
5581,558,74,4,3908.72
5582,558,40,5,22516.8
5591,559,20,1,20331.05
5601,560,28,4,39096.36
5602,560,40,1,4503.36
5611,561,63,5,35186.1
5621,562,20,2,40662.1
5622,562,24,2,5544.54
5623,562,98,2,40567.36
5624,562,81,2,24288.84
5625,562,67,3,38293.08
5631,563,43,1,21149.87
5641,564,63,5,35186.1
5642,564,26,4,81098.56
5643,564,46,2,11338.16
5644,564,93,1,21561.07
5651,565,41,5,123716.6
5661,566,43,5,105749.35
5671,567,91,2,4478.66
5672,567,108,1,11356.7
5681,568,46,2,11338.16
5682,568,80,1,19262.94
5691,569,73,1,514.01
5692,569,38,1,16376.87
5693,569,63,5,35186.1
5694,569,53,5,51426.55
5701,570,84,3,41138.25
5711,571,100,3,32633.04
5721,572,107,2,13240.52
5722,572,68,1,22859.38
5723,572,82,1,6993.89
5724,572,100,5,54388.4
5731,573,46,2,11338.16
5741,574,31,2,35524.02
5751,575,104,2,43221.96
5752,575,33,2,4909.8
5753,575,36,2,19138.86
5761,576,18,4,65688.68
5771,577,28,1,9774.09
5781,578,103,2,20728.44
5791,579,107,3,19860.78
5801,580,66,1,21958.4
5802,580,30,2,43223.64
5803,580,99,4,11499.2
5811,581,32,3,18250.53
5821,582,33,4,9819.6
5831,583,108,2,22713.4
5841,584,30,4,86447.28
5851,585,40,2,9006.72
5861,586,77,5,110056.2
5871,587,78,4,10394.04
5872,587,86,2,49762.32
5873,587,85,5,27141.0
5874,587,53,5,51426.55
5881,588,38,4,65507.48
5882,588,68,2,45718.76
5891,589,67,3,38293.08
5892,589,46,3,17007.24
5901,590,104,1,21610.98
5902,590,109,2,27965.94
5911,591,59,5,124524.85
5912,591,109,4,55931.88
5921,592,85,1,5428.2
5922,592,25,2,42527.22
5923,592,99,5,14374.0
5924,592,27,1,13637.59
5931,593,61,5,3906.45
5932,593,94,2,12662.22
5941,594,34,5,14872.7
5951,595,27,5,68187.95
5952,595,41,5,123716.6
5953,595,17,1,1150.13
5954,595,76,2,16068.2
5961,596,21,5,101212.85
5962,596,54,5,124698.35
5971,597,44,3,18335.04
5981,598,33,4,9819.6
5982,598,16,4,23426.52
5991,599,37,1,7040.96
5992,599,28,5,48870.45
5993,599,39,2,9385.8
5994,599,100,5,54388.4
6001,600,65,5,58081.15
6002,600,103,1,10364.22
6011,601,52,3,44467.08
6012,601,69,3,23435.7
6013,601,32,1,6083.51
6021,602,12,1,7238.22
6031,603,99,1,2874.8
6032,603,14,1,22358.4
6033,603,103,3,31092.66
6041,604,106,5,54180.5
6051,605,99,2,5749.6
6061,606,23,5,119758.6
6062,606,67,3,38293.08
6071,607,91,5,11196.65
6081,608,30,3,64835.46
6091,609,97,1,12080.44
6101,610,75,3,66086.07
6102,610,93,3,64683.21
6103,610,48,2,33116.5
6111,611,29,5,104102.05
6121,612,80,3,57788.82
6122,612,72,4,78305.4
6131,613,109,2,27965.94
6132,613,20,2,40662.1
6141,614,47,1,21971.01
6142,614,75,3,66086.07
6143,614,90,4,24551.24
6151,615,75,4,88114.76
6152,615,66,1,21958.4
6161,616,17,1,1150.13
6171,617,42,3,42435.81
6172,617,59,3,74714.91
6181,618,103,5,51821.1
6191,619,30,4,86447.28
6201,620,26,2,40549.28
6211,621,45,2,16457.2
6212,621,76,3,24102.3
6221,622,17,3,3450.39
6231,623,32,5,30417.55
6241,624,16,5,29283.15
6251,625,91,4,8957.32
6252,625,71,2,38363.02
6253,625,17,2,2300.26
6261,626,89,4,35132.4
6262,626,82,5,34969.45
6271,627,13,5,92717.7
6281,628,78,1,2598.51
6282,628,34,1,2974.54
6283,628,27,3,40912.77
6291,629,26,5,101373.2
6292,629,61,1,781.29
6293,629,43,5,105749.35
6301,630,105,3,15480.36
6302,630,11,2,32331.92
6303,630,44,5,30558.4
6304,630,91,4,8957.32
6311,631,42,2,28290.54
6312,631,77,4,88044.96
6321,632,35,1,16074.27
6322,632,78,4,10394.04
6323,632,93,3,64683.21
6331,633,97,1,12080.44
6341,634,62,5,86009.5
6351,635,103,5,51821.1
6352,635,32,5,30417.55
6361,636,96,3,70260.3
6362,636,104,4,86443.92
6371,637,13,2,37087.08
6381,638,107,5,33101.3
6382,638,102,4,98448.2
6383,638,27,2,27275.18
6384,638,58,1,2056.43
6391,639,110,3,74947.26
6401,640,16,4,23426.52
6411,641,91,4,8957.32
6421,642,107,3,19860.78
6431,643,16,2,11713.26
6432,643,34,3,8923.62
6433,643,62,3,51605.7
6441,644,34,2,5949.08
6442,644,48,1,16558.25
6451,645,71,3,57544.53
6452,645,59,4,99619.88
6461,646,48,5,82791.25
6462,646,76,5,40170.5
6463,646,84,1,13712.75
6471,647,104,2,43221.96
6472,647,24,5,13861.35
6473,647,58,5,10282.15
6481,648,46,2,11338.16
6482,648,53,4,41141.24
6491,649,100,3,32633.04
6492,649,18,1,16422.17
6501,650,92,1,6109.07
6511,651,48,3,49674.75
6512,651,41,2,49486.64
6513,651,37,5,35204.8
6514,651,38,3,49130.61
6515,651,108,5,56783.5
6521,652,101,1,18362.36
6531,653,39,2,9385.8
6541,654,22,5,44180.7
6542,654,23,4,95806.88
6543,654,102,5,123060.25
6551,655,26,1,20274.64
6552,655,80,5,96314.7
6561,656,41,2,49486.64
6562,656,86,4,99524.64
6563,656,22,2,17672.28
6564,656,91,2,4478.66
6565,656,97,4,48321.76
6571,657,39,4,18771.6
6572,657,16,1,5856.63
6581,658,21,5,101212.85
6582,658,107,4,26481.04
6583,658,89,3,26349.3
6591,659,23,5,119758.6
6592,659,70,5,77098.85
6593,659,75,1,22028.69
6594,659,63,1,7037.22
6595,659,110,2,49964.84
6601,660,14,1,22358.4
6611,661,53,4,41141.24
6612,661,110,1,24982.42
6621,662,87,1,11233.45
6622,662,78,2,5197.02
6631,663,53,4,41141.24
6632,663,71,3,57544.53
6641,664,87,4,44933.8
6642,664,26,1,20274.64
6643,664,103,5,51821.1
6651,665,61,5,3906.45
6652,665,58,3,6169.29
6661,666,18,1,16422.17
6671,667,20,1,20331.05
6681,668,92,1,6109.07
6682,668,109,5,69914.85
6683,668,84,3,41138.25
6684,668,47,2,43942.02
6691,669,78,4,10394.04
6701,670,14,5,111792.0
6711,671,63,2,14074.44
6721,672,103,2,20728.44
6731,673,88,2,6929.2
6732,673,75,4,88114.76
6733,673,29,3,62461.23
6734,673,20,3,60993.15
6741,674,20,1,20331.05
6751,675,15,3,32511.24
6761,676,79,4,8782.84
6771,677,16,3,17569.89
6772,677,57,2,39811.88
6773,677,91,4,8957.32
6774,677,13,4,74174.16
6781,678,106,5,54180.5
6782,678,16,1,5856.63
6791,679,27,4,54550.36
6801,680,13,1,18543.54
6802,680,16,5,29283.15
6803,680,35,2,32148.54
6811,681,61,5,3906.45
6821,682,108,1,11356.7
6831,683,98,4,81134.72
6841,684,106,2,21672.2
6851,685,33,2,4909.8
6861,686,54,3,74819.01
6871,687,66,5,109792.0
6881,688,66,1,21958.4
6882,688,84,4,54851.0
6891,689,73,5,2570.05
6892,689,65,2,23232.46
6901,690,78,3,7795.53
6902,690,44,1,6111.68
6911,691,49,5,114532.1
6921,692,78,4,10394.04
6931,693,54,4,99758.68
6932,693,49,5,114532.1
6933,693,41,5,123716.6
6941,694,16,2,11713.26
6951,695,58,5,10282.15
6961,696,17,3,3450.39
6962,696,24,4,11089.08
6963,696,96,1,23420.1
6971,697,17,3,3450.39
6972,697,75,5,110143.45
6981,698,19,3,17702.4
6982,698,48,5,82791.25
6991,699,13,4,74174.16
7001,700,85,5,27141.0
7002,700,32,5,30417.55
7003,700,62,4,68807.6
7004,700,107,5,33101.3
7005,700,87,5,56167.25
7011,701,110,5,124912.1
7012,701,95,5,28744.0
7013,701,48,5,82791.25
7021,702,97,1,12080.44
7022,702,108,5,56783.5
7023,702,69,3,23435.7
7031,703,57,5,99529.7
7041,704,83,2,21733.76
7051,705,83,1,10866.88
7061,706,109,5,69914.85
7071,707,83,2,21733.76
7072,707,90,1,6137.81
7073,707,35,2,32148.54
7074,707,33,2,4909.8
7081,708,29,4,83281.64
7091,709,82,4,27975.56
7092,709,18,5,82110.85
7101,710,82,2,13987.78
7102,710,71,4,76726.04
7111,711,69,4,31247.6
7112,711,108,1,11356.7
7121,712,33,2,4909.8
7122,712,106,3,32508.3
7131,713,103,5,51821.1
7132,713,40,5,22516.8
7141,714,96,5,117100.5
7151,715,94,5,31655.55
7152,715,42,1,14145.27
7153,715,77,3,66033.72
7154,715,28,1,9774.09
7161,716,63,5,35186.1
7162,716,95,5,28744.0
7163,716,26,4,81098.56
7164,716,29,3,62461.23
7171,717,29,4,83281.64
7181,718,56,2,6372.8
7182,718,80,4,77051.76
7191,719,22,4,35344.56
7192,719,81,5,60722.1
7201,720,63,1,7037.22
7211,721,38,4,65507.48
7212,721,12,1,7238.22
7213,721,82,2,13987.78
7214,721,72,2,39152.7
7221,722,51,1,14253.52
7222,722,84,3,41138.25
7223,722,54,2,49879.34
7231,723,62,2,34403.8
7232,723,80,5,96314.7
7233,723,30,3,64835.46
7241,724,45,1,8228.6
7242,724,91,2,4478.66
7243,724,16,4,23426.52
7251,725,11,4,64663.84
7252,725,96,5,117100.5
7253,725,76,4,32136.4
7261,726,60,4,97165.68
7262,726,19,5,29504.0
7263,726,18,2,32844.34
7264,726,25,1,21263.61
7271,727,35,5,80371.35
7281,728,14,1,22358.4
7291,729,59,3,74714.91
7292,729,78,1,2598.51
7293,729,18,3,49266.51
7294,729,89,5,43915.5
7301,730,105,3,15480.36
7311,731,63,2,14074.44
7321,732,77,4,88044.96
7322,732,36,2,19138.86
7323,732,85,1,5428.2
7324,732,67,3,38293.08
7331,733,46,3,17007.24
7341,734,74,4,3908.72
7351,735,47,2,43942.02
7352,735,61,1,781.29
7361,736,68,4,91437.52
7362,736,28,4,39096.36
7363,736,103,2,20728.44
7371,737,55,5,13636.4
7372,737,13,1,18543.54
7381,738,73,4,2056.04
7382,738,103,4,41456.88
7383,738,91,1,2239.33
7391,739,83,3,32600.64
7392,739,100,1,10877.68
7393,739,88,4,13858.4
7394,739,19,5,29504.0
7395,739,109,5,69914.85
7401,740,35,2,32148.54
7411,741,40,1,4503.36
7421,742,51,2,28507.04
7422,742,56,3,9559.2
7423,742,102,4,98448.2
7424,742,32,1,6083.51
7431,743,21,1,20242.57
7432,743,70,2,30839.54
7441,744,32,1,6083.51
7442,744,97,5,60402.2
7443,744,24,2,5544.54
7451,745,25,2,42527.22
7461,746,41,3,74229.96
7462,746,76,2,16068.2
7463,746,96,4,93680.4
7471,747,84,4,54851.0
7472,747,55,1,2727.28
7481,748,68,1,22859.38
7491,749,80,5,96314.7
7492,749,48,1,16558.25
7493,749,50,2,13979.12
7494,749,44,5,30558.4
7501,750,29,4,83281.64
7511,751,16,1,5856.63
7521,752,47,2,43942.02
7522,752,17,4,4600.52
7531,753,43,1,21149.87
7541,754,79,1,2195.71
7551,755,70,5,77098.85
7552,755,105,2,10320.24
7553,755,74,2,1954.36
7554,755,96,1,23420.1
7561,756,31,1,17762.01
7571,757,86,2,49762.32
7572,757,79,3,6587.13
7573,757,34,5,14872.7
7574,757,24,4,11089.08
7581,758,80,3,57788.82
7591,759,73,5,2570.05
7592,759,104,4,86443.92
7593,759,98,2,40567.36
7601,760,40,1,4503.36
7602,760,80,5,96314.7
7603,760,42,2,28290.54
7611,761,51,1,14253.52
7612,761,63,3,21111.66
7621,762,107,4,26481.04
7631,763,13,4,74174.16
7632,763,74,4,3908.72
7633,763,100,1,10877.68
7634,763,86,4,99524.64
7635,763,80,4,77051.76
7641,764,62,4,68807.6
7642,764,74,5,4885.9
7643,764,41,2,49486.64
7651,765,12,4,28952.88
7652,765,57,5,99529.7
7653,765,108,2,22713.4
7654,765,11,1,16165.96
7661,766,32,2,12167.02
7662,766,34,3,8923.62
7671,767,31,1,17762.01
7681,768,97,3,36241.32
7682,768,95,5,28744.0
7683,768,57,4,79623.76
7684,768,12,1,7238.22
7685,768,110,3,74947.26
7691,769,30,1,21611.82
7692,769,104,5,108054.9
7701,770,33,5,12274.5
7702,770,20,2,40662.1
7711,771,61,4,3125.16
7721,772,16,5,29283.15
7722,772,82,3,20981.67
7723,772,86,2,49762.32
7731,773,88,3,10393.8
7732,773,80,5,96314.7
7741,774,31,1,17762.01
7742,774,27,5,68187.95
7743,774,15,2,21674.16
7744,774,53,5,51426.55
7751,775,103,3,31092.66
7752,775,87,5,56167.25
7761,776,93,5,107805.35
7762,776,27,5,68187.95
7763,776,49,5,114532.1
7764,776,88,1,3464.6
7765,776,54,1,24939.67
7771,777,68,5,114296.9
7781,778,107,4,26481.04
7782,778,15,1,10837.08
7791,779,33,2,4909.8
7801,780,62,2,34403.8
7802,780,68,5,114296.9
7803,780,60,2,48582.84
7804,780,72,1,19576.35
7811,781,68,1,22859.38
7812,781,46,5,28345.4
7813,781,59,1,24904.97
7814,781,110,4,99929.68
7821,782,79,4,8782.84
7822,782,74,5,4885.9
7831,783,90,5,30689.05
7841,784,75,2,44057.38
7842,784,74,3,2931.54
7843,784,102,5,123060.25
7844,784,30,5,108059.1
7851,785,106,1,10836.1
7861,786,79,5,10978.55
7862,786,51,1,14253.52
7863,786,98,4,81134.72
7871,787,98,2,40567.36
7872,787,91,3,6717.99
7881,788,45,1,8228.6
7891,789,57,4,79623.76
7892,789,107,4,26481.04
7901,790,53,5,51426.55
7902,790,98,1,20283.68
7903,790,69,1,7811.9
7911,791,32,5,30417.55
7912,791,46,2,11338.16
7921,792,54,3,74819.01
7922,792,58,2,4112.86
7923,792,45,5,41143.0
7931,793,86,4,99524.64
7941,794,56,5,15932.0
7951,795,92,2,12218.14
7961,796,28,5,48870.45
7962,796,98,5,101418.4
7971,797,61,5,3906.45
7972,797,39,5,23464.5
7973,797,35,1,16074.27
7981,798,32,3,18250.53
7991,799,98,3,60851.04
8001,800,108,3,34070.1
8011,801,72,4,78305.4
8012,801,33,2,4909.8
8013,801,54,5,124698.35
8021,802,86,2,49762.32
8031,803,39,3,14078.7
8032,803,54,1,24939.67
8033,803,78,2,5197.02
8034,803,88,5,17323.0
8041,804,101,4,73449.44
8051,805,14,4,89433.6
8061,806,60,3,72874.26
8062,806,82,1,6993.89
8071,807,107,3,19860.78
8072,807,73,3,1542.03
8081,808,35,3,48222.81
8091,809,26,5,101373.2
8092,809,97,5,60402.2
8101,810,25,4,85054.44
8111,811,32,2,12167.02
8112,811,17,5,5750.65
8121,812,53,3,30855.93
8122,812,85,1,5428.2
8123,812,41,1,24743.32
8131,813,37,1,7040.96
8132,813,61,3,2343.87
8133,813,50,3,20968.68
8141,814,52,1,14822.36
8142,814,36,2,19138.86
8151,815,57,4,79623.76
8152,815,90,4,24551.24
8153,815,38,5,81884.35
8161,816,65,4,46464.92
8171,817,16,2,11713.26
8172,817,13,1,18543.54
8173,817,90,3,18413.43
8174,817,45,1,8228.6
8181,818,56,2,6372.8
8191,819,89,1,8783.1
8192,819,78,5,12992.55
8201,820,82,5,34969.45
8202,820,18,2,32844.34
8211,821,11,2,32331.92
8212,821,45,2,16457.2
8213,821,57,5,99529.7
8221,822,109,4,55931.88
8222,822,55,2,5454.56
8231,823,53,4,41141.24
8232,823,82,1,6993.89
8233,823,110,3,74947.26
8234,823,65,5,58081.15
8241,824,107,5,33101.3
8242,824,68,4,91437.52
8251,825,32,2,12167.02
8261,826,54,3,74819.01
8262,826,76,3,24102.3
8271,827,54,5,124698.35
8272,827,104,4,86443.92
8281,828,51,5,71267.6
8282,828,102,2,49224.1
8283,828,89,3,26349.3
8284,828,47,5,109855.05
8285,828,33,1,2454.9
8291,829,99,1,2874.8
8292,829,65,1,11616.23
8293,829,53,1,10285.31
8294,829,14,2,44716.8
8295,829,28,3,29322.27
8301,830,40,5,22516.8
8311,831,40,2,9006.72
8312,831,20,2,40662.1
8321,832,25,3,63790.83
8322,832,52,1,14822.36
8331,833,52,3,44467.08
8341,834,77,4,88044.96
8342,834,37,5,35204.8
8351,835,98,3,60851.04
8352,835,23,3,71855.16
8353,835,47,5,109855.05
8361,836,60,5,121457.1
8362,836,86,4,99524.64
8371,837,99,2,5749.6
8381,838,92,3,18327.21
8382,838,67,4,51057.44
8391,839,11,2,32331.92
8401,840,76,2,16068.2
8411,841,47,2,43942.02
8412,841,37,2,14081.92
8413,841,19,5,29504.0
8414,841,78,1,2598.51
8421,842,35,2,32148.54
8422,842,19,5,29504.0
8423,842,27,2,27275.18
8431,843,93,5,107805.35
8432,843,11,1,16165.96
8433,843,91,1,2239.33
8434,843,50,4,27958.24
8441,844,22,4,35344.56
8442,844,77,3,66033.72
8443,844,42,4,56581.08
8451,845,102,5,123060.25
8461,846,14,2,44716.8
8462,846,79,4,8782.84
8471,847,101,4,73449.44
8472,847,22,2,17672.28
8481,848,55,3,8181.84
8482,848,72,3,58729.05
8483,848,70,3,46259.31
8491,849,45,2,16457.2
8492,849,72,4,78305.4
8501,850,84,1,13712.75
8511,851,90,1,6137.81
8521,852,110,4,99929.68
8522,852,96,4,93680.4
8531,853,81,4,48577.68
8532,853,41,1,24743.32
8533,853,104,5,108054.9
8534,853,24,2,5544.54
8541,854,26,2,40549.28
8542,854,93,1,21561.07
8543,854,71,4,76726.04
8551,855,36,2,19138.86
8552,855,67,5,63821.8
8561,856,34,3,8923.62
8562,856,14,2,44716.8
8571,857,84,5,68563.75
8581,858,38,1,16376.87
8582,858,105,4,20640.48
8583,858,63,3,21111.66
8584,858,32,5,30417.55
8591,859,49,2,45812.84
8601,860,29,2,41640.82
8602,860,41,3,74229.96
8611,861,100,5,54388.4
8612,861,42,5,70726.35
8621,862,82,3,20981.67
8631,863,26,4,81098.56
8641,864,70,4,61679.08
8642,864,105,2,10320.24
8643,864,106,2,21672.2
8651,865,48,5,82791.25
8652,865,42,3,42435.81
8653,865,13,3,55630.62
8661,866,84,1,13712.75
8662,866,110,2,49964.84
8663,866,74,4,3908.72
8664,866,89,5,43915.5
8671,867,85,2,10856.4
8672,867,67,5,63821.8
8673,867,11,2,32331.92
8681,868,31,3,53286.03
8682,868,18,2,32844.34
8691,869,87,5,56167.25
8692,869,70,4,61679.08
8701,870,38,3,49130.61
8702,870,73,2,1028.02
8703,870,101,5,91811.8
8711,871,77,1,22011.24
8712,871,42,2,28290.54
8713,871,27,3,40912.77
8714,871,30,4,86447.28
8715,871,14,1,22358.4
8721,872,33,1,2454.9
8722,872,15,3,32511.24
8731,873,73,4,2056.04
8732,873,88,5,17323.0
8733,873,98,5,101418.4
8741,874,83,3,32600.64
8742,874,67,2,25528.72
8751,875,103,3,31092.66
8752,875,101,5,91811.8
8761,876,41,5,123716.6
8771,877,18,1,16422.17
8781,878,46,3,17007.24
8791,879,60,1,24291.42
8801,880,84,4,54851.0
8802,880,52,1,14822.36
8803,880,25,3,63790.83
8811,881,31,5,88810.05
8812,881,37,1,7040.96
8813,881,104,1,21610.98
8821,882,93,5,107805.35
8822,882,84,3,41138.25
8823,882,32,1,6083.51
8831,883,36,4,38277.72
8841,884,105,5,25800.6
8851,885,89,2,17566.2
8861,886,84,2,27425.5
8862,886,64,5,16165.15
8863,886,71,4,76726.04
8864,886,21,1,20242.57
8871,887,25,4,85054.44
8872,887,29,1,20820.41
8881,888,104,1,21610.98
8882,888,30,2,43223.64
8891,889,98,4,81134.72
8901,890,107,2,13240.52
8902,890,95,1,5748.8
8911,891,109,1,13982.97
8921,892,59,4,99619.88
8931,893,34,1,2974.54
8941,894,103,1,10364.22
8951,895,103,5,51821.1
8952,895,54,4,99758.68
8961,896,36,2,19138.86
8962,896,90,1,6137.81
8963,896,106,3,32508.3
8964,896,104,5,108054.9
8971,897,59,3,74714.91
8981,898,12,2,14476.44
8991,899,96,5,117100.5
8992,899,49,1,22906.42
9001,900,47,2,43942.02
9011,901,47,1,21971.01
9021,902,98,5,101418.4
9022,902,61,2,1562.58
9023,902,91,3,6717.99
9031,903,84,2,27425.5
9032,903,96,5,117100.5
9033,903,52,3,44467.08
9034,903,28,4,39096.36
9041,904,86,2,49762.32
9051,905,57,4,79623.76
9052,905,55,1,2727.28
9053,905,103,1,10364.22
9061,906,38,5,81884.35
9062,906,102,5,123060.25
9063,906,96,3,70260.3
9071,907,99,5,14374.0
9081,908,13,1,18543.54
9082,908,110,2,49964.84
9091,909,26,3,60823.92
9092,909,29,5,104102.05
9093,909,46,3,17007.24
9094,909,35,5,80371.35
9095,909,65,3,34848.69
9101,910,108,2,22713.4
9111,911,14,3,67075.2
9121,912,106,2,21672.2
9122,912,110,4,99929.68
9123,912,30,1,21611.82
9124,912,14,4,89433.6
9131,913,89,2,17566.2
9141,914,82,3,20981.67
9142,914,74,1,977.18
9151,915,90,1,6137.81
9161,916,103,4,41456.88
9162,916,21,4,80970.28
9171,917,13,2,37087.08
9172,917,63,3,21111.66
9173,917,40,5,22516.8
9174,917,27,1,13637.59
9181,918,44,2,12223.36
9191,919,98,1,20283.68
9192,919,91,2,4478.66
9193,919,93,3,64683.21
9201,920,18,1,16422.17
9211,921,57,4,79623.76
9221,922,83,4,43467.52
9222,922,109,3,41948.91
9223,922,92,5,30545.35
9224,922,68,1,22859.38
9225,922,58,3,6169.29
9231,923,97,3,36241.32
9232,923,110,3,74947.26
9241,924,33,2,4909.8
9251,925,24,2,5544.54
9261,926,43,1,21149.87
9262,926,70,1,15419.77
9263,926,66,1,21958.4
9271,927,109,5,69914.85
9272,927,26,1,20274.64
9281,928,14,4,89433.6
9291,929,23,4,95806.88
9292,929,68,3,68578.14
9301,930,22,4,35344.56
9302,930,73,5,2570.05
9303,930,31,1,17762.01
9311,931,77,3,66033.72
9312,931,23,4,95806.88
9321,932,86,1,24881.16
9331,933,24,4,11089.08
9332,933,54,1,24939.67
9333,933,101,2,36724.72
9334,933,18,5,82110.85
9341,934,68,1,22859.38
9351,935,70,2,30839.54
9361,936,17,3,3450.39
9371,937,78,3,7795.53
9381,938,36,2,19138.86
9382,938,62,1,17201.9
9391,939,14,4,89433.6
9392,939,13,2,37087.08
9393,939,83,3,32600.64
9401,940,78,3,7795.53
9402,940,97,4,48321.76
9411,941,65,3,34848.69
9412,941,87,4,44933.8
9421,942,26,5,101373.2
9431,943,36,2,19138.86
9441,944,31,3,53286.03
9442,944,67,4,51057.44
9451,945,66,5,109792.0
9452,945,30,1,21611.82
9453,945,21,5,101212.85
9454,945,56,2,6372.8
9461,946,100,1,10877.68
9462,946,71,1,19181.51
9463,946,13,3,55630.62
9471,947,65,3,34848.69
9472,947,23,3,71855.16
9481,948,14,1,22358.4
9482,948,107,1,6620.26
9491,949,86,4,99524.64
9501,950,26,1,20274.64
9502,950,43,1,21149.87
9511,951,44,5,30558.4
9512,951,85,5,27141.0
9513,951,41,1,24743.32
9521,952,83,3,32600.64
9522,952,107,5,33101.3
9523,952,100,1,10877.68
9531,953,96,1,23420.1
9541,954,33,1,2454.9
9551,955,88,5,17323.0
9561,956,86,3,74643.48
9571,957,87,4,44933.8
9572,957,74,5,4885.9
9581,958,74,2,1954.36
9582,958,92,1,6109.07
9591,959,86,4,99524.64
9601,960,64,5,16165.15
9602,960,59,5,124524.85
9611,961,24,1,2772.27
9612,961,63,2,14074.44
9613,961,59,2,49809.94
9621,962,17,4,4600.52
9622,962,73,5,2570.05
9631,963,40,2,9006.72
9641,964,66,5,109792.0
9642,964,34,5,14872.7
9643,964,37,5,35204.8
9651,965,83,1,10866.88
9661,966,68,2,45718.76
9662,966,12,4,28952.88
9663,966,19,2,11801.6
